"Game_id","Team_id","Player_id","x_0","y_0","x_1","y_1","Throw_outcome","Possession_outcome"
"2021-06-05-BOS-PIT",225,9357,26.53,50.52,19.36,44.86,"Completion",0
"2021-06-05-BOS-PIT",225,8907,19.36,44.86,-4.64,47.72,"Completion",0
"2021-06-05-BOS-PIT",225,9369,-4.64,47.72,-17.67,57.2,"Completion",0
"2021-06-05-BOS-PIT",225,9363,-17.67,57.2,-14.8,102.81,"Turnover",0
"2021-06-05-BOS-PIT",225,9357,14.93,20,1.22,22.5,"Completion",1
"2021-06-05-BOS-PIT",225,8896,1.22,22.5,-13.92,32.11,"Completion",1
"2021-06-05-BOS-PIT",225,9369,-13.92,32.11,-2.26,39.61,"Completion",1
"2021-06-05-BOS-PIT",225,8896,-2.26,39.61,-11.33,45.88,"Completion",1
"2021-06-05-BOS-PIT",225,9357,-11.33,45.88,-1.16,42.4,"Completion",1
"2021-06-05-BOS-PIT",225,8909,-1.16,42.4,20.32,58.63,"Completion",1
"2021-06-05-BOS-PIT",225,9363,20.32,58.63,21.55,71.25,"Completion",1
"2021-06-05-BOS-PIT",225,9358,21.55,71.25,22.5,79.5,"Completion",1
"2021-06-05-BOS-PIT",225,8907,22.5,79.5,23.8,90.54,"Completion",1
"2021-06-05-BOS-PIT",225,8909,23.8,90.54,14.45,90.68,"Completion",1
"2021-06-05-BOS-PIT",225,8896,14.45,90.68,13.36,106.63,"Goal",1
"2021-06-05-BOS-PIT",225,8896,-11.53,14.59,-0.07,30.68,"Completion",0
"2021-06-05-BOS-PIT",225,9358,-0.07,30.68,1.09,46.22,"Completion",0
"2021-06-05-BOS-PIT",225,9359,1.09,46.22,10.29,59.93,"Completion",0
"2021-06-05-BOS-PIT",225,8915,10.29,59.93,21.07,60.95,"Completion",0
"2021-06-05-BOS-PIT",225,9357,21.07,60.95,20.39,71.52,"Completion",0
"2021-06-05-BOS-PIT",225,8909,20.39,71.52,11.04,57,"Completion",0
"2021-06-05-BOS-PIT",225,9357,11.04,57,-14.94,66.2,"Completion",0
"2021-06-05-BOS-PIT",225,9363,-14.94,66.2,-5.87,60,"Completion",0
"2021-06-05-BOS-PIT",225,9359,-5.87,60,-15.9,61.97,"Completion",0
"2021-06-05-BOS-PIT",225,9357,-15.9,61.97,-7.44,68.52,"Completion",0
"2021-06-05-BOS-PIT",225,8909,-7.44,68.52,17.52,80.38,"Turnover",0
"2021-06-05-BOS-PIT",225,8910,13.5,26.72,-1.44,36.2,"Completion",1
"2021-06-05-BOS-PIT",225,9361,-1.44,36.2,-11.33,43.02,"Completion",1
"2021-06-05-BOS-PIT",225,8914,-11.33,43.02,-2.32,40.63,"Completion",1
"2021-06-05-BOS-PIT",225,9361,-2.32,40.63,-9.28,46.56,"Completion",1
"2021-06-05-BOS-PIT",225,8911,-9.28,46.56,-10.99,55.7,"Completion",1
"2021-06-05-BOS-PIT",225,8907,-10.99,55.7,-3.28,49.49,"Completion",1
"2021-06-05-BOS-PIT",225,9361,-3.28,49.49,8.59,58.7,"Completion",1
"2021-06-05-BOS-PIT",225,8907,8.59,58.7,18.89,106.56,"Goal",1
"2021-06-05-BOS-PIT",225,8921,14.25,24.81,-3.62,26.45,"Completion",0
"2021-06-05-BOS-PIT",225,9366,-3.62,26.45,10.16,33.68,"Completion",0
"2021-06-05-BOS-PIT",225,9363,10.16,33.68,22.3,45.81,"Completion",0
"2021-06-05-BOS-PIT",225,9355,22.3,45.81,22.5,56.18,"Completion",0
"2021-06-05-BOS-PIT",225,9365,22.5,56.18,21.21,73.02,"Completion",0
"2021-06-05-BOS-PIT",225,8900,21.21,73.02,-4.98,104.31,"Turnover",0
"2021-06-05-BOS-PIT",225,9358,-7.44,29.79,2.79,39.81,"Completion",0
"2021-06-05-BOS-PIT",225,9357,2.79,39.81,0.2,34.9,"Completion",0
"2021-06-05-BOS-PIT",225,9358,0.2,34.9,11.86,41.59,"Completion",0
"2021-06-05-BOS-PIT",225,8909,11.86,41.59,15.61,53.65,"Completion",0
"2021-06-05-BOS-PIT",225,8907,15.61,53.65,2.04,45.68,"Completion",0
"2021-06-05-BOS-PIT",225,8896,2.04,45.68,15,54.34,"Completion",0
"2021-06-05-BOS-PIT",225,9357,15,54.34,19.43,72.75,"Completion",0
"2021-06-05-BOS-PIT",225,8909,19.43,72.75,9.95,109.43,"Turnover",0
"2021-06-05-BOS-PIT",225,9359,9.41,59.59,16.64,71.45,"Completion",1
"2021-06-05-BOS-PIT",225,8896,16.64,71.45,18.55,107.11,"Goal",1
"2021-06-05-BOS-PIT",225,9358,-5.94,39.4,-0.28,52.43,"Completion",1
"2021-06-05-BOS-PIT",225,8896,-0.28,52.43,-0.55,63.34,"Completion",1
"2021-06-05-BOS-PIT",225,8909,-0.55,63.34,-7.51,71.72,"Completion",1
"2021-06-05-BOS-PIT",225,9359,-7.51,71.72,-1.64,108.13,"Goal",1
"2021-06-05-BOS-PIT",225,8910,-5.19,69.75,-14.33,79.77,"Completion",1
"2021-06-05-BOS-PIT",225,9365,-14.33,79.77,-23.47,103.84,"Goal",1
"2021-06-05-BOS-PIT",225,9361,22.57,71.11,6,61.22,"Completion",1
"2021-06-05-BOS-PIT",225,8914,6,61.22,12.2,75.06,"Completion",1
"2021-06-05-BOS-PIT",225,8907,12.2,75.06,13.91,89.25,"Completion",1
"2021-06-05-BOS-PIT",225,8909,13.91,89.25,19.16,103.09,"Goal",1
"2021-06-05-BOS-PIT",225,8910,9.47,21.61,-2.19,27.54,"Completion",1
"2021-06-05-BOS-PIT",225,9365,-2.19,27.54,-11.94,40.7,"Completion",1
"2021-06-05-BOS-PIT",225,9359,-11.94,40.7,-13.78,54.27,"Completion",1
"2021-06-05-BOS-PIT",225,9369,-13.78,54.27,9.95,47.65,"Completion",1
"2021-06-05-BOS-PIT",225,9365,9.95,47.65,-2.94,40.9,"Completion",1
"2021-06-05-BOS-PIT",225,8910,-2.94,40.9,-3.48,40.56,"Completion",1
"2021-06-05-BOS-PIT",225,9357,-3.48,40.56,-14.12,41.04,"Completion",1
"2021-06-05-BOS-PIT",225,9358,-14.12,41.04,-11.39,59.52,"Completion",1
"2021-06-05-BOS-PIT",225,9357,-11.39,59.52,-11.74,106.36,"Goal",1
"2021-06-05-BOS-PIT",225,8921,19.23,20,5.79,26.45,"Completion",0
"2021-06-05-BOS-PIT",225,8911,5.79,26.45,-9.96,32.31,"Turnover",0
"2021-06-05-BOS-PIT",225,8911,14.93,39.95,7.97,42.88,"Completion",1
"2021-06-05-BOS-PIT",225,9359,7.97,42.88,17.32,45.61,"Completion",1
"2021-06-05-BOS-PIT",225,8911,17.32,45.61,21.07,100,"Goal",1
"2021-06-05-BOS-PIT",225,9358,13.29,20,8.11,34.29,"Completion",0
"2021-06-05-BOS-PIT",225,9357,8.11,34.29,20.25,42.54,"Completion",0
"2021-06-05-BOS-PIT",225,9359,20.25,42.54,20.8,63.68,"Completion",0
"2021-06-05-BOS-PIT",225,9357,20.8,63.68,14.45,72.06,"Completion",0
"2021-06-05-BOS-PIT",225,9369,14.45,72.06,4.5,61.36,"Completion",0
"2021-06-05-BOS-PIT",225,9359,4.5,61.36,5.93,72.54,"Turnover",0
"2021-06-05-BOS-PIT",225,9361,-1.1,14.65,-1.3,27.95,"Completion",1
"2021-06-05-BOS-PIT",225,8910,-1.3,27.95,10.23,38.38,"Completion",1
"2021-06-05-BOS-PIT",225,8906,10.23,38.38,15.34,69.2,"Completion",1
"2021-06-05-BOS-PIT",225,8915,15.34,69.2,22.3,84.34,"Completion",1
"2021-06-05-BOS-PIT",225,9363,22.3,84.34,26.25,106.84,"Goal",1
"2021-06-05-BOS-PIT",225,8896,0,40,14.79,48.61,"Completion",1
"2021-06-05-BOS-PIT",225,9357,14.79,48.61,19.3,67.9,"Completion",1
"2021-06-05-BOS-PIT",225,8909,19.3,67.9,19.16,78.75,"Completion",1
