"X_0","Y_0","X","Y","Score_Prob"
4,65,9,55,0.59
5,65,9,55,0.52
6,65,9,55,0.44
7,65,9,55,0.5
8,65,9,55,0.43
9,65,9,55,0.53
10,65,9,55,0.49
1,60,9,55,0.48
2,60,9,55,0.51
3,60,9,55,0.58
4,60,9,55,0.57
5,60,9,55,0.53
6,60,9,55,0.45
7,60,9,55,0.4
8,60,9,55,0.52
9,60,9,55,0.51
10,60,9,55,0.4
1,55,9,55,0.48
2,55,9,55,0.51
3,55,9,55,0.54
4,55,9,55,0.64
5,55,9,55,0.57
6,55,9,55,0.41
7,55,9,55,0.44
8,55,9,55,0.52
9,55,9,55,0.43
10,55,9,55,0.34
1,50,9,55,0.46
2,50,9,55,0.52
3,50,9,55,0.54
4,50,9,55,0.65
5,50,9,55,0.57
6,50,9,55,0.47
7,50,9,55,0.47
8,50,9,55,0.54
9,50,9,55,0.47
10,50,9,55,0.39
1,45,9,55,0.48
2,45,9,55,0.51
3,45,9,55,0.53
4,45,9,55,0.6
5,45,9,55,0.59
6,45,9,55,0.53
7,45,9,55,0.52
8,45,9,55,0.47
9,45,9,55,0.45
10,45,9,55,0.42
1,40,9,55,0.52
2,40,9,55,0.51
3,40,9,55,0.55
4,40,9,55,0.58
5,40,9,55,0.62
6,40,9,55,0.59
7,40,9,55,0.53
8,40,9,55,0.49
9,40,9,55,0.46
10,40,9,55,0.43
1,35,9,55,0.53
2,35,9,55,0.57
3,35,9,55,0.56
4,35,9,55,0.57
5,35,9,55,0.59
6,35,9,55,0.61
7,35,9,55,0.59
8,35,9,55,0.48
9,35,9,55,0.47
10,35,9,55,0.49
1,30,9,55,0.52
2,30,9,55,0.62
3,30,9,55,0.53
4,30,9,55,0.57
5,30,9,55,0.58
6,30,9,55,0.57
7,30,9,55,0.56
8,30,9,55,0.51
9,30,9,55,0.5
10,30,9,55,0.52
1,25,9,55,0.55
2,25,9,55,0.61
3,25,9,55,0.57
4,25,9,55,0.59
5,25,9,55,0.59
6,25,9,55,0.56
7,25,9,55,0.54
8,25,9,55,0.49
9,25,9,55,0.46
10,25,9,55,0.51
1,20,9,55,0.56
2,20,9,55,0.63
3,20,9,55,0.57
4,20,9,55,0.63
5,20,9,55,0.6
6,20,9,55,0.57
7,20,9,55,0.5
8,20,9,55,0.48
9,20,9,55,0.52
10,20,9,55,0.55
1,15,9,55,0.61
2,15,9,55,0.63
3,15,9,55,0.6
4,15,9,55,0.64
5,15,9,55,0.58
6,15,9,55,0.57
7,15,9,55,0.51
8,15,9,55,0.45
9,15,9,55,0.51
10,15,9,55,0.54
1,10,9,55,0.63
2,10,9,55,0.63
3,10,9,55,0.61
4,10,9,55,0.6
5,10,9,55,0.64
6,10,9,55,0.57
7,10,9,55,0.54
8,10,9,55,0.43
9,10,9,55,0.54
10,10,9,55,0.5
1,5,9,55,0.64
2,5,9,55,0.6
3,5,9,55,0.62
4,5,9,55,0.65
5,5,9,55,0.65
6,5,9,55,0.52
7,5,9,55,0.57
8,5,9,55,0.46
9,5,9,55,0.56
10,5,9,55,0.48
1,0,9,55,0.63
2,0,9,55,0.66
3,0,9,55,0.65
4,0,9,55,0.67
5,0,9,55,0.61
6,0,9,55,0.52
7,0,9,55,0.57
8,0,9,55,0.54
9,0,9,55,0.57
10,0,9,55,0.48
1,-5,9,55,NA
2,-5,9,55,NA
3,-5,9,55,NA
4,-5,9,55,NA
5,-5,9,55,NA
6,-5,9,55,NA
7,-5,9,55,NA
8,-5,9,55,NA
9,-5,9,55,NA
10,-5,9,55,NA
1,-10,9,55,NA
2,-10,9,55,NA
3,-10,9,55,NA
4,-10,9,55,NA
5,-10,9,55,NA
6,-10,9,55,NA
7,-10,9,55,NA
8,-10,9,55,NA
9,-10,9,55,NA
10,-10,9,55,NA
1,-15,9,55,NA
2,-15,9,55,NA
3,-15,9,55,NA
4,-15,9,55,NA
5,-15,9,55,NA
6,-15,9,55,NA
7,-15,9,55,NA
8,-15,9,55,NA
9,-15,9,55,NA
10,-15,9,55,NA
1,-20,9,55,NA
2,-20,9,55,NA
3,-20,9,55,NA
4,-20,9,55,NA
5,-20,9,55,NA
6,-20,9,55,NA
7,-20,9,55,NA
8,-20,9,55,NA
9,-20,9,55,NA
10,-20,9,55,NA
1,95,10,55,0.35
2,95,10,55,0.41
3,95,10,55,0.37
4,95,10,55,0.37
5,95,10,55,0.4
6,95,10,55,0.36
7,95,10,55,0.43
8,95,10,55,0.45
9,95,10,55,0.49
10,95,10,55,0.49
1,90,10,55,0.34
2,90,10,55,0.42
3,90,10,55,0.41
4,90,10,55,0.39
5,90,10,55,0.38
6,90,10,55,0.37
7,90,10,55,0.42
8,90,10,55,0.46
9,90,10,55,0.48
10,90,10,55,0.49
1,85,10,55,0.38
2,85,10,55,0.45
3,85,10,55,0.43
4,85,10,55,0.45
5,85,10,55,0.34
6,85,10,55,0.42
7,85,10,55,0.4
8,85,10,55,0.44
9,85,10,55,0.5
10,85,10,55,0.43
1,80,10,55,0.42
2,80,10,55,0.49
3,80,10,55,0.5
4,80,10,55,0.49
5,80,10,55,0.39
6,80,10,55,0.43
7,80,10,55,0.36
8,80,10,55,0.4
9,80,10,55,0.49
10,80,10,55,0.44
1,75,10,55,0.4
2,75,10,55,0.49
3,75,10,55,0.49
4,75,10,55,0.48
5,75,10,55,0.42
6,75,10,55,0.39
7,75,10,55,0.4
8,75,10,55,0.41
9,75,10,55,0.52
10,75,10,55,0.44
1,70,10,55,0.38
2,70,10,55,0.5
3,70,10,55,0.53
4,70,10,55,0.49
5,70,10,55,0.42
6,70,10,55,0.37
7,70,10,55,0.41
8,70,10,55,0.4
9,70,10,55,0.5
10,70,10,55,0.48
1,65,10,55,0.44
2,65,10,55,0.47
3,65,10,55,0.56
4,65,10,55,0.48
5,65,10,55,0.44
6,65,10,55,0.37
7,65,10,55,0.39
8,65,10,55,0.45
9,65,10,55,0.47
10,65,10,55,0.4
1,60,10,55,0.46
2,60,10,55,0.5
3,60,10,55,0.58
4,60,10,55,0.48
5,60,10,55,0.48
6,60,10,55,0.36
7,60,10,55,0.4
8,60,10,55,0.48
9,60,10,55,0.46
10,60,10,55,0.41
1,55,10,55,0.5
2,55,10,55,0.52
3,55,10,55,0.58
4,55,10,55,0.55
5,55,10,55,0.53
6,55,10,55,0.42
7,55,10,55,0.41
8,55,10,55,0.55
9,55,10,55,0.43
10,55,10,55,0.38
1,50,10,55,0.5
2,50,10,55,0.53
3,50,10,55,0.56
4,50,10,55,0.54
5,50,10,55,0.53
6,50,10,55,0.43
7,50,10,55,0.49
8,50,10,55,0.53
9,50,10,55,0.4
10,50,10,55,0.38
1,45,10,55,0.49
2,45,10,55,0.53
3,45,10,55,0.53
4,45,10,55,0.58
5,45,10,55,0.52
6,45,10,55,0.52
7,45,10,55,0.5
8,45,10,55,0.51
9,45,10,55,0.44
10,45,10,55,0.42
1,40,10,55,0.48
2,40,10,55,0.54
3,40,10,55,0.5
4,40,10,55,0.54
5,40,10,55,0.55
6,40,10,55,0.54
7,40,10,55,0.52
8,40,10,55,0.54
9,40,10,55,0.47
10,40,10,55,0.37
1,35,10,55,0.53
2,35,10,55,0.52
3,35,10,55,0.5
4,35,10,55,0.57
5,35,10,55,0.58
6,35,10,55,0.55
7,35,10,55,0.55
8,35,10,55,0.52
9,35,10,55,0.45
10,35,10,55,0.38
1,30,10,55,0.53
2,30,10,55,0.57
3,30,10,55,0.53
4,30,10,55,0.56
5,30,10,55,0.54
6,30,10,55,0.56
7,30,10,55,0.59
8,30,10,55,0.54
9,30,10,55,0.44
10,30,10,55,0.44
1,25,10,55,0.54
2,25,10,55,0.62
3,25,10,55,0.55
4,25,10,55,0.57
5,25,10,55,0.56
6,25,10,55,0.56
7,25,10,55,0.56
8,25,10,55,0.59
9,25,10,55,0.46
10,25,10,55,0.49
1,20,10,55,0.58
2,20,10,55,0.6
3,20,10,55,0.58
4,20,10,55,0.56
5,20,10,55,0.58
6,20,10,55,0.56
7,20,10,55,0.58
8,20,10,55,0.54
9,20,10,55,0.5
10,20,10,55,0.5
1,15,10,55,0.6
2,15,10,55,0.63
3,15,10,55,0.61
4,15,10,55,0.58
5,15,10,55,0.56
6,15,10,55,0.58
7,15,10,55,0.56
8,15,10,55,0.51
9,15,10,55,0.53
10,15,10,55,0.45
1,10,10,55,0.6
2,10,10,55,0.61
3,10,10,55,0.6
4,10,10,55,0.59
5,10,10,55,0.61
6,10,10,55,0.59
7,10,10,55,0.52
8,10,10,55,0.52
9,10,10,55,0.52
10,10,10,55,0.5
1,5,10,55,0.65
2,5,10,55,0.66
3,5,10,55,0.63
4,5,10,55,0.62
5,5,10,55,0.61
6,5,10,55,0.57
7,5,10,55,0.54
8,5,10,55,0.53
9,5,10,55,0.53
10,5,10,55,0.51
1,0,10,55,0.68
2,0,10,55,0.65
3,0,10,55,0.67
4,0,10,55,0.65
5,0,10,55,0.6
6,0,10,55,0.59
7,0,10,55,0.54
8,0,10,55,0.52
9,0,10,55,0.47
10,0,10,55,0.49
1,-5,10,55,NA
2,-5,10,55,NA
3,-5,10,55,NA
4,-5,10,55,NA
5,-5,10,55,NA
6,-5,10,55,NA
7,-5,10,55,NA
8,-5,10,55,NA
9,-5,10,55,NA
10,-5,10,55,NA
1,-10,10,55,NA
2,-10,10,55,NA
3,-10,10,55,NA
4,-10,10,55,NA
5,-10,10,55,NA
6,-10,10,55,NA
7,-10,10,55,NA
8,-10,10,55,NA
9,-10,10,55,NA
10,-10,10,55,NA
1,-15,10,55,NA
2,-15,10,55,NA
3,-15,10,55,NA
4,-15,10,55,NA
5,-15,10,55,NA
6,-15,10,55,NA
7,-15,10,55,NA
8,-15,10,55,NA
9,-15,10,55,NA
10,-15,10,55,NA
1,-20,10,55,NA
2,-20,10,55,NA
3,-20,10,55,NA
4,-20,10,55,NA
5,-20,10,55,NA
6,-20,10,55,NA
7,-20,10,55,NA
8,-20,10,55,NA
9,-20,10,55,NA
10,-20,10,55,NA
1,95,1,50,0.46
2,95,1,50,0.47
3,95,1,50,0.51
4,95,1,50,0.48
5,95,1,50,0.5
6,95,1,50,0.52
7,95,1,50,0.49
8,95,1,50,0.41
9,95,1,50,0.38
10,95,1,50,0.38
1,90,1,50,0.48
2,90,1,50,0.49
3,90,1,50,0.49
4,90,1,50,0.53
5,90,1,50,0.51
6,90,1,50,0.55
7,90,1,50,0.53
8,90,1,50,0.41
9,90,1,50,0.37
10,90,1,50,0.37
1,85,1,50,0.45
2,85,1,50,0.44
3,85,1,50,0.48
4,85,1,50,0.52
5,85,1,50,0.48
6,85,1,50,0.55
7,85,1,50,0.52
8,85,1,50,0.41
9,85,1,50,0.36
10,85,1,50,0.36
1,80,1,50,0.41
2,80,1,50,0.4
3,80,1,50,0.47
4,80,1,50,0.53
5,80,1,50,0.48
6,80,1,50,0.55
7,80,1,50,0.5
8,80,1,50,0.41
9,80,1,50,0.38
10,80,1,50,0.36
1,75,1,50,0.45
2,75,1,50,0.42
3,75,1,50,0.47
4,75,1,50,0.5
5,75,1,50,0.48
6,75,1,50,0.54
7,75,1,50,0.5
8,75,1,50,0.39
9,75,1,50,0.39
10,75,1,50,0.38
1,70,1,50,0.5
2,70,1,50,0.46
3,70,1,50,0.42
4,70,1,50,0.5
5,70,1,50,0.45
6,70,1,50,0.52
7,70,1,50,0.52
8,70,1,50,0.4
9,70,1,50,0.42
10,70,1,50,0.41
1,65,1,50,0.52
2,65,1,50,0.46
3,65,1,50,0.45
4,65,1,50,0.48
5,65,1,50,0.42
6,65,1,50,0.49
7,65,1,50,0.49
8,65,1,50,0.41
9,65,1,50,0.41
10,65,1,50,0.42
1,60,1,50,0.51
2,60,1,50,0.45
3,60,1,50,0.52
4,60,1,50,0.51
5,60,1,50,0.42
6,60,1,50,0.48
7,60,1,50,0.47
8,60,1,50,0.39
9,60,1,50,0.36
10,60,1,50,0.44
1,55,1,50,0.56
2,55,1,50,0.5
3,55,1,50,0.47
4,55,1,50,0.51
5,55,1,50,0.46
6,55,1,50,0.49
7,55,1,50,0.48
8,55,1,50,0.4
9,55,1,50,0.42
10,55,1,50,0.48
1,50,1,50,0.46
2,50,1,50,0.49
3,50,1,50,0.49
4,50,1,50,0.53
5,50,1,50,0.49
6,50,1,50,0.46
7,50,1,50,0.5
8,50,1,50,0.44
9,50,1,50,0.46
10,50,1,50,0.48
1,45,1,50,0.39
2,45,1,50,0.49
3,45,1,50,0.55
4,45,1,50,0.52
5,45,1,50,0.48
6,45,1,50,0.49
7,45,1,50,0.47
8,45,1,50,0.45
9,45,1,50,0.48
10,45,1,50,0.5
1,40,1,50,0.42
2,40,1,50,0.48
3,40,1,50,0.59
4,40,1,50,0.55
5,40,1,50,0.51
6,40,1,50,0.44
7,40,1,50,0.44
8,40,1,50,0.48
9,40,1,50,0.48
10,40,1,50,0.51
1,35,1,50,0.37
2,35,1,50,0.47
3,35,1,50,0.59
4,35,1,50,0.53
5,35,1,50,0.51
6,35,1,50,0.49
7,35,1,50,0.46
8,35,1,50,0.46
9,35,1,50,0.53
10,35,1,50,0.49
1,30,1,50,0.38
2,30,1,50,0.54
3,30,1,50,0.64
4,30,1,50,0.55
5,30,1,50,0.55
6,30,1,50,0.52
7,30,1,50,0.51
8,30,1,50,0.48
9,30,1,50,0.54
10,30,1,50,0.51
1,25,1,50,0.45
2,25,1,50,0.53
3,25,1,50,0.7
4,25,1,50,0.57
5,25,1,50,0.53
6,25,1,50,0.54
7,25,1,50,0.56
8,25,1,50,0.5
9,25,1,50,0.53
10,25,1,50,0.55
1,20,1,50,0.44
2,20,1,50,0.53
3,20,1,50,0.69
4,20,1,50,0.62
5,20,1,50,0.53
6,20,1,50,0.59
7,20,1,50,0.57
8,20,1,50,0.54
9,20,1,50,0.57
10,20,1,50,0.58
1,15,1,50,0.51
2,15,1,50,0.54
3,15,1,50,0.64
4,15,1,50,0.68
5,15,1,50,0.58
6,15,1,50,0.62
7,15,1,50,0.65
8,15,1,50,0.61
9,15,1,50,0.61
10,15,1,50,0.61
1,10,1,50,0.54
2,10,1,50,0.58
3,10,1,50,0.66
4,10,1,50,0.7
5,10,1,50,0.61
6,10,1,50,0.67
7,10,1,50,0.71
8,10,1,50,0.68
9,10,1,50,0.6
10,10,1,50,0.61
1,5,1,50,0.53
2,5,1,50,0.59
3,5,1,50,0.7
4,5,1,50,0.71
5,5,1,50,0.61
6,5,1,50,0.68
7,5,1,50,0.75
8,5,1,50,0.69
9,5,1,50,0.61
10,5,1,50,0.6
1,0,1,50,0.54
2,0,1,50,0.56
3,0,1,50,0.69
4,0,1,50,0.71
5,0,1,50,0.67
6,0,1,50,0.7
7,0,1,50,0.76
8,0,1,50,0.71
9,0,1,50,0.62
10,0,1,50,0.62
1,-5,1,50,NA
2,-5,1,50,NA
3,-5,1,50,NA
4,-5,1,50,NA
5,-5,1,50,NA
6,-5,1,50,NA
7,-5,1,50,NA
8,-5,1,50,NA
9,-5,1,50,NA
10,-5,1,50,NA
1,-10,1,50,NA
2,-10,1,50,NA
3,-10,1,50,NA
4,-10,1,50,NA
5,-10,1,50,NA
6,-10,1,50,NA
7,-10,1,50,NA
8,-10,1,50,NA
9,-10,1,50,NA
10,-10,1,50,NA
1,-15,1,50,NA
2,-15,1,50,NA
3,-15,1,50,NA
4,-15,1,50,NA
5,-15,1,50,NA
6,-15,1,50,NA
7,-15,1,50,NA
8,-15,1,50,NA
9,-15,1,50,NA
10,-15,1,50,NA
1,-20,1,50,NA
2,-20,1,50,NA
3,-20,1,50,NA
4,-20,1,50,NA
5,-20,1,50,NA
6,-20,1,50,NA
7,-20,1,50,NA
8,-20,1,50,NA
9,-20,1,50,NA
10,-20,1,50,NA
1,95,2,50,0.47
2,95,2,50,0.47
3,95,2,50,0.46
4,95,2,50,0.47
5,95,2,50,0.41
6,95,2,50,0.51
7,95,2,50,0.49
8,95,2,50,0.43
9,95,2,50,0.43
10,95,2,50,0.46
1,90,2,50,0.48
2,90,2,50,0.45
3,90,2,50,0.51
4,90,2,50,0.46
5,90,2,50,0.43
6,90,2,50,0.53
7,90,2,50,0.49
8,90,2,50,0.4
9,90,2,50,0.4
10,90,2,50,0.42
1,85,2,50,0.42
2,85,2,50,0.46
3,85,2,50,0.47
4,85,2,50,0.42
5,85,2,50,0.46
6,85,2,50,0.53
7,85,2,50,0.48
8,85,2,50,0.43
9,85,2,50,0.37
10,85,2,50,0.41
1,80,2,50,0.45
2,80,2,50,0.43
3,80,2,50,0.46
4,80,2,50,0.44
5,80,2,50,0.48
6,80,2,50,0.59
7,80,2,50,0.48
8,80,2,50,0.46
9,80,2,50,0.45
10,80,2,50,0.37
1,75,2,50,0.45
2,75,2,50,0.44
3,75,2,50,0.45
4,75,2,50,0.47
5,75,2,50,0.49
6,75,2,50,0.53
7,75,2,50,0.46
8,75,2,50,0.42
9,75,2,50,0.41
10,75,2,50,0.39
1,70,2,50,0.48
2,70,2,50,0.45
3,70,2,50,0.44
4,70,2,50,0.52
5,70,2,50,0.51
6,70,2,50,0.54
7,70,2,50,0.49
8,70,2,50,0.46
9,70,2,50,0.43
10,70,2,50,0.43
1,65,2,50,0.51
2,65,2,50,0.51
3,65,2,50,0.46
4,65,2,50,0.5
5,65,2,50,0.48
6,65,2,50,0.52
7,65,2,50,0.46
8,65,2,50,0.49
9,65,2,50,0.46
10,65,2,50,0.45
1,60,2,50,0.55
2,60,2,50,0.48
3,60,2,50,0.5
4,60,2,50,0.54
5,60,2,50,0.5
6,60,2,50,0.54
7,60,2,50,0.49
8,60,2,50,0.45
9,60,2,50,0.48
10,60,2,50,0.48
1,55,2,50,0.59
2,55,2,50,0.53
3,55,2,50,0.49
4,55,2,50,0.53
5,55,2,50,0.51
6,55,2,50,0.51
7,55,2,50,0.48
8,55,2,50,0.44
9,55,2,50,0.45
10,55,2,50,0.49
1,50,2,50,0.55
2,50,2,50,0.5
3,50,2,50,0.48
4,50,2,50,0.53
5,50,2,50,0.52
6,50,2,50,0.46
7,50,2,50,0.41
8,50,2,50,0.43
9,50,2,50,0.42
10,50,2,50,0.51
1,45,2,50,0.53
2,45,2,50,0.5
3,45,2,50,0.48
4,45,2,50,0.55
5,45,2,50,0.59
6,45,2,50,0.43
7,45,2,50,0.43
8,45,2,50,0.45
9,45,2,50,0.43
10,45,2,50,0.5
1,40,2,50,0.46
2,40,2,50,0.53
3,40,2,50,0.56
4,40,2,50,0.48
5,40,2,50,0.53
6,40,2,50,0.48
7,40,2,50,0.43
8,40,2,50,0.47
9,40,2,50,0.48
10,40,2,50,0.53
1,35,2,50,0.45
2,35,2,50,0.47
3,35,2,50,0.54
4,35,2,50,0.57
5,35,2,50,0.56
6,35,2,50,0.46
7,35,2,50,0.41
8,35,2,50,0.5
9,35,2,50,0.5
10,35,2,50,0.55
1,30,2,50,0.48
2,30,2,50,0.5
3,30,2,50,0.55
4,30,2,50,0.56
5,30,2,50,0.6
6,30,2,50,0.47
7,30,2,50,0.43
8,30,2,50,0.48
9,30,2,50,0.56
10,30,2,50,0.62
1,25,2,50,0.51
2,25,2,50,0.54
3,25,2,50,0.6
4,25,2,50,0.61
5,25,2,50,0.59
6,25,2,50,0.5
7,25,2,50,0.49
8,25,2,50,0.5
9,25,2,50,0.59
10,25,2,50,0.61
1,20,2,50,0.51
2,20,2,50,0.58
3,20,2,50,0.67
4,20,2,50,0.61
5,20,2,50,0.56
6,20,2,50,0.57
7,20,2,50,0.53
8,20,2,50,0.6
9,20,2,50,0.65
10,20,2,50,0.63
1,15,2,50,0.54
2,15,2,50,0.61
3,15,2,50,0.68
4,15,2,50,0.7
5,15,2,50,0.56
6,15,2,50,0.61
7,15,2,50,0.64
8,15,2,50,0.63
9,15,2,50,0.7
10,15,2,50,0.62
1,10,2,50,0.53
2,10,2,50,0.64
3,10,2,50,0.67
4,10,2,50,0.68
5,10,2,50,0.57
6,10,2,50,0.66
7,10,2,50,0.67
8,10,2,50,0.72
9,10,2,50,0.65
10,10,2,50,0.6
1,5,2,50,0.5
2,5,2,50,0.6
3,5,2,50,0.67
4,5,2,50,0.73
5,5,2,50,0.61
6,5,2,50,0.64
7,5,2,50,0.7
8,5,2,50,0.72
9,5,2,50,0.63
10,5,2,50,0.61
1,0,2,50,0.53
2,0,2,50,0.54
3,0,2,50,0.64
4,0,2,50,0.71
5,0,2,50,0.66
6,0,2,50,0.71
7,0,2,50,0.75
8,0,2,50,0.68
9,0,2,50,0.62
10,0,2,50,0.63
1,-5,2,50,NA
2,-5,2,50,NA
3,-5,2,50,NA
4,-5,2,50,NA
5,-5,2,50,NA
6,-5,2,50,NA
7,-5,2,50,NA
8,-5,2,50,NA
9,-5,2,50,NA
10,-5,2,50,NA
1,-10,2,50,NA
2,-10,2,50,NA
3,-10,2,50,NA
4,-10,2,50,NA
5,-10,2,50,NA
6,-10,2,50,NA
7,-10,2,50,NA
8,-10,2,50,NA
9,-10,2,50,NA
10,-10,2,50,NA
1,-15,2,50,NA
2,-15,2,50,NA
3,-15,2,50,NA
4,-15,2,50,NA
5,-15,2,50,NA
6,-15,2,50,NA
7,-15,2,50,NA
8,-15,2,50,NA
9,-15,2,50,NA
10,-15,2,50,NA
1,-20,2,50,NA
2,-20,2,50,NA
3,-20,2,50,NA
4,-20,2,50,NA
5,-20,2,50,NA
6,-20,2,50,NA
7,-20,2,50,NA
8,-20,2,50,NA
9,-20,2,50,NA
10,-20,2,50,NA
1,95,3,50,0.5
2,95,3,50,0.48
3,95,3,50,0.49
4,95,3,50,0.44
5,95,3,50,0.49
6,95,3,50,0.51
7,95,3,50,0.49
8,95,3,50,0.49
9,95,3,50,0.52
10,95,3,50,0.55
1,90,3,50,0.49
2,90,3,50,0.52
3,90,3,50,0.49
4,90,3,50,0.39
5,90,3,50,0.49
6,90,3,50,0.56
7,90,3,50,0.46
8,90,3,50,0.55
9,90,3,50,0.52
10,90,3,50,0.56
1,85,3,50,0.49
2,85,3,50,0.49
3,85,3,50,0.43
4,85,3,50,0.39
5,85,3,50,0.47
6,85,3,50,0.54
7,85,3,50,0.48
8,85,3,50,0.54
9,85,3,50,0.52
10,85,3,50,0.49
1,80,3,50,0.47
2,80,3,50,0.45
3,80,3,50,0.41
4,80,3,50,0.48
5,80,3,50,0.53
6,80,3,50,0.57
7,80,3,50,0.47
8,80,3,50,0.55
9,80,3,50,0.51
10,80,3,50,0.5
1,75,3,50,0.48
2,75,3,50,0.44
3,75,3,50,0.43
4,75,3,50,0.45
5,75,3,50,0.54
6,75,3,50,0.58
7,75,3,50,0.51
8,75,3,50,0.54
9,75,3,50,0.48
10,75,3,50,0.49
1,70,3,50,0.44
2,70,3,50,0.4
3,70,3,50,0.4
4,70,3,50,0.45
5,70,3,50,0.56
6,70,3,50,0.63
7,70,3,50,0.51
8,70,3,50,0.5
9,70,3,50,0.51
10,70,3,50,0.49
1,65,3,50,0.45
2,65,3,50,0.45
3,65,3,50,0.44
4,65,3,50,0.46
5,65,3,50,0.62
6,65,3,50,0.58
7,65,3,50,0.54
8,65,3,50,0.53
9,65,3,50,0.51
10,65,3,50,0.51
1,60,3,50,0.49
2,60,3,50,0.45
3,60,3,50,0.44
4,60,3,50,0.49
5,60,3,50,0.56
6,60,3,50,0.56
7,60,3,50,0.52
8,60,3,50,0.54
9,60,3,50,0.5
10,60,3,50,0.52
1,55,3,50,0.49
2,55,3,50,0.48
3,55,3,50,0.54
4,55,3,50,0.48
5,55,3,50,0.55
6,55,3,50,0.57
7,55,3,50,0.51
8,55,3,50,0.54
9,55,3,50,0.55
10,55,3,50,0.56
1,50,3,50,0.51
2,50,3,50,0.58
3,50,3,50,0.58
4,50,3,50,0.55
5,50,3,50,0.58
6,50,3,50,0.55
7,50,3,50,0.54
8,50,3,50,0.54
9,50,3,50,0.54
10,50,3,50,0.57
1,45,3,50,0.48
2,45,3,50,0.61
3,45,3,50,0.6
4,45,3,50,0.52
5,45,3,50,0.61
6,45,3,50,0.49
7,45,3,50,0.47
8,45,3,50,0.54
9,45,3,50,0.57
10,45,3,50,0.57
1,40,3,50,0.44
2,40,3,50,0.59
3,40,3,50,0.5
4,40,3,50,0.58
5,40,3,50,0.68
6,40,3,50,0.49
7,40,3,50,0.49
8,40,3,50,0.55
9,40,3,50,0.51
10,40,3,50,0.51
1,35,3,50,0.43
2,35,3,50,0.6
3,35,3,50,0.46
4,35,3,50,0.49
5,35,3,50,0.65
6,35,3,50,0.55
7,35,3,50,0.53
8,35,3,50,0.6
9,35,3,50,0.55
10,35,3,50,0.55
1,30,3,50,0.47
2,30,3,50,0.58
3,30,3,50,0.45
4,30,3,50,0.56
5,30,3,50,0.59
6,30,3,50,0.57
7,30,3,50,0.54
8,30,3,50,0.54
9,30,3,50,0.57
10,30,3,50,0.58
1,25,3,50,0.55
2,25,3,50,0.62
3,25,3,50,0.5
4,25,3,50,0.56
5,25,3,50,0.58
6,25,3,50,0.55
7,25,3,50,0.55
8,25,3,50,0.56
9,25,3,50,0.59
10,25,3,50,0.63
1,20,3,50,0.58
2,20,3,50,0.63
3,20,3,50,0.59
4,20,3,50,0.57
5,20,3,50,0.59
6,20,3,50,0.58
7,20,3,50,0.57
8,20,3,50,0.63
9,20,3,50,0.61
10,20,3,50,0.65
1,15,3,50,0.52
2,15,3,50,0.64
3,15,3,50,0.64
4,15,3,50,0.59
5,15,3,50,0.57
6,15,3,50,0.6
7,15,3,50,0.62
8,15,3,50,0.61
9,15,3,50,0.65
10,15,3,50,0.64
1,10,3,50,0.55
2,10,3,50,0.61
3,10,3,50,0.71
4,10,3,50,0.63
5,10,3,50,0.59
6,10,3,50,0.65
7,10,3,50,0.64
8,10,3,50,0.66
9,10,3,50,0.68
10,10,3,50,0.64
1,5,3,50,0.53
2,5,3,50,0.62
3,5,3,50,0.65
4,5,3,50,0.71
5,5,3,50,0.64
6,5,3,50,0.67
7,5,3,50,0.64
8,5,3,50,0.63
9,5,3,50,0.69
10,5,3,50,0.64
1,0,3,50,0.57
2,0,3,50,0.59
3,0,3,50,0.61
4,0,3,50,0.65
5,0,3,50,0.66
6,0,3,50,0.69
7,0,3,50,0.67
8,0,3,50,0.66
9,0,3,50,0.67
10,0,3,50,0.65
1,-5,3,50,NA
2,-5,3,50,NA
3,-5,3,50,NA
4,-5,3,50,NA
5,-5,3,50,NA
6,-5,3,50,NA
7,-5,3,50,NA
8,-5,3,50,NA
9,-5,3,50,NA
10,-5,3,50,NA
1,-10,3,50,NA
2,-10,3,50,NA
3,-10,3,50,NA
4,-10,3,50,NA
5,-10,3,50,NA
6,-10,3,50,NA
7,-10,3,50,NA
8,-10,3,50,NA
9,-10,3,50,NA
10,-10,3,50,NA
1,-15,3,50,NA
2,-15,3,50,NA
3,-15,3,50,NA
4,-15,3,50,NA
5,-15,3,50,NA
6,-15,3,50,NA
7,-15,3,50,NA
8,-15,3,50,NA
9,-15,3,50,NA
10,-15,3,50,NA
1,-20,3,50,NA
2,-20,3,50,NA
3,-20,3,50,NA
4,-20,3,50,NA
5,-20,3,50,NA
6,-20,3,50,NA
7,-20,3,50,NA
8,-20,3,50,NA
9,-20,3,50,NA
10,-20,3,50,NA
1,95,4,50,0.48
2,95,4,50,0.51
3,95,4,50,0.44
4,95,4,50,0.57
5,95,4,50,0.54
6,95,4,50,0.51
7,95,4,50,0.58
8,95,4,50,0.61
9,95,4,50,0.56
10,95,4,50,0.53
1,90,4,50,0.47
2,90,4,50,0.47
3,90,4,50,0.45
4,90,4,50,0.45
5,90,4,50,0.52
6,90,4,50,0.55
7,90,4,50,0.57
8,90,4,50,0.6
9,90,4,50,0.59
10,90,4,50,0.51
1,85,4,50,0.5
2,85,4,50,0.48
3,85,4,50,0.45
4,85,4,50,0.43
5,85,4,50,0.49
6,85,4,50,0.5
7,85,4,50,0.56
