"X_0","Y_0","X","Y","Score_Prob"
6,80,3,90,0.4
7,80,3,90,0.42
8,80,3,90,0.42
9,80,3,90,0.49
10,80,3,90,0.49
1,75,3,90,0.44
2,75,3,90,0.41
3,75,3,90,0.32
4,75,3,90,0.44
5,75,3,90,0.42
6,75,3,90,0.41
7,75,3,90,0.43
8,75,3,90,0.41
9,75,3,90,0.48
10,75,3,90,0.51
1,70,3,90,0.45
2,70,3,90,0.42
3,70,3,90,0.36
4,70,3,90,0.43
5,70,3,90,0.48
6,70,3,90,0.42
7,70,3,90,0.43
8,70,3,90,0.41
9,70,3,90,0.47
10,70,3,90,0.5
1,65,3,90,0.47
2,65,3,90,0.43
3,65,3,90,0.38
4,65,3,90,0.39
5,65,3,90,0.51
6,65,3,90,0.43
7,65,3,90,0.4
8,65,3,90,0.43
9,65,3,90,0.46
10,65,3,90,0.48
1,60,3,90,0.48
2,60,3,90,0.49
3,60,3,90,0.39
4,60,3,90,0.38
5,60,3,90,0.45
6,60,3,90,0.43
7,60,3,90,0.42
8,60,3,90,0.41
9,60,3,90,0.48
10,60,3,90,0.49
1,55,3,90,0.48
2,55,3,90,0.51
3,55,3,90,0.4
4,55,3,90,0.4
5,55,3,90,0.41
6,55,3,90,0.44
7,55,3,90,0.43
8,55,3,90,0.42
9,55,3,90,0.46
10,55,3,90,0.47
1,50,3,90,0.46
2,50,3,90,0.48
3,50,3,90,0.38
4,50,3,90,0.42
5,50,3,90,0.38
6,50,3,90,0.46
7,50,3,90,0.44
8,50,3,90,0.39
9,50,3,90,0.46
10,50,3,90,0.5
1,45,3,90,0.46
2,45,3,90,0.47
3,45,3,90,0.34
4,45,3,90,0.4
5,45,3,90,0.45
6,45,3,90,0.42
7,45,3,90,0.39
8,45,3,90,0.4
9,45,3,90,0.49
10,45,3,90,0.53
1,40,3,90,0.44
2,40,3,90,0.46
3,40,3,90,0.39
4,40,3,90,0.39
5,40,3,90,0.48
6,40,3,90,0.42
7,40,3,90,0.32
8,40,3,90,0.41
9,40,3,90,0.49
10,40,3,90,0.52
1,35,3,90,0.38
2,35,3,90,0.41
3,35,3,90,0.37
4,35,3,90,0.44
5,35,3,90,0.45
6,35,3,90,0.42
7,35,3,90,0.35
8,35,3,90,0.43
9,35,3,90,0.48
10,35,3,90,0.57
1,30,3,90,0.4
2,30,3,90,0.43
3,30,3,90,0.33
4,30,3,90,0.36
5,30,3,90,0.49
6,30,3,90,0.45
7,30,3,90,0.43
8,30,3,90,0.45
9,30,3,90,0.48
10,30,3,90,0.55
1,25,3,90,0.43
2,25,3,90,0.44
3,25,3,90,0.39
4,25,3,90,0.39
5,25,3,90,0.44
6,25,3,90,0.45
7,25,3,90,0.43
8,25,3,90,0.4
9,25,3,90,0.52
10,25,3,90,0.54
1,20,3,90,0.49
2,20,3,90,0.47
3,20,3,90,0.44
4,20,3,90,0.42
5,20,3,90,0.42
6,20,3,90,0.44
7,20,3,90,0.43
8,20,3,90,0.44
9,20,3,90,0.52
10,20,3,90,0.53
1,15,3,90,0.51
2,15,3,90,0.43
3,15,3,90,0.49
4,15,3,90,0.41
5,15,3,90,0.5
6,15,3,90,0.44
7,15,3,90,0.45
8,15,3,90,0.42
9,15,3,90,0.51
10,15,3,90,0.53
1,10,3,90,0.54
2,10,3,90,0.49
3,10,3,90,0.55
4,10,3,90,0.46
5,10,3,90,0.52
6,10,3,90,0.48
7,10,3,90,0.47
8,10,3,90,0.44
9,10,3,90,0.52
10,10,3,90,0.56
1,5,3,90,0.59
2,5,3,90,0.57
3,5,3,90,0.58
4,5,3,90,0.48
5,5,3,90,0.48
6,5,3,90,0.49
7,5,3,90,0.5
8,5,3,90,0.46
9,5,3,90,0.54
10,5,3,90,0.57
1,0,3,90,0.62
2,0,3,90,0.59
3,0,3,90,0.55
4,0,3,90,0.51
5,0,3,90,0.47
6,0,3,90,0.53
7,0,3,90,0.53
8,0,3,90,0.47
9,0,3,90,0.53
10,0,3,90,0.6
1,-5,3,90,NA
2,-5,3,90,NA
3,-5,3,90,NA
4,-5,3,90,NA
5,-5,3,90,NA
6,-5,3,90,NA
7,-5,3,90,NA
8,-5,3,90,NA
9,-5,3,90,NA
10,-5,3,90,NA
1,-10,3,90,NA
2,-10,3,90,NA
3,-10,3,90,NA
4,-10,3,90,NA
5,-10,3,90,NA
6,-10,3,90,NA
7,-10,3,90,NA
8,-10,3,90,NA
9,-10,3,90,NA
10,-10,3,90,NA
1,-15,3,90,NA
2,-15,3,90,NA
3,-15,3,90,NA
4,-15,3,90,NA
5,-15,3,90,NA
6,-15,3,90,NA
7,-15,3,90,NA
8,-15,3,90,NA
9,-15,3,90,NA
10,-15,3,90,NA
1,-20,3,90,NA
2,-20,3,90,NA
3,-20,3,90,NA
4,-20,3,90,NA
5,-20,3,90,NA
6,-20,3,90,NA
7,-20,3,90,NA
8,-20,3,90,NA
9,-20,3,90,NA
10,-20,3,90,NA
1,95,4,90,0.48
2,95,4,90,0.45
3,95,4,90,0.39
4,95,4,90,0.4
5,95,4,90,0.4
6,95,4,90,0.36
7,95,4,90,0.42
8,95,4,90,0.47
9,95,4,90,0.52
10,95,4,90,0.49
1,90,4,90,0.48
2,90,4,90,0.44
3,90,4,90,0.4
4,90,4,90,0.42
5,90,4,90,0.48
6,90,4,90,0.34
7,90,4,90,0.41
8,90,4,90,0.5
9,90,4,90,0.49
10,90,4,90,0.49
1,85,4,90,0.45
2,85,4,90,0.42
3,85,4,90,0.39
4,85,4,90,0.42
5,85,4,90,0.49
6,85,4,90,0.4
7,85,4,90,0.4
8,85,4,90,0.48
9,85,4,90,0.48
10,85,4,90,0.46
1,80,4,90,0.43
2,80,4,90,0.4
3,80,4,90,0.4
4,80,4,90,0.47
5,80,4,90,0.5
6,80,4,90,0.38
7,80,4,90,0.39
8,80,4,90,0.47
9,80,4,90,0.47
10,80,4,90,0.44
1,75,4,90,0.42
2,75,4,90,0.44
3,75,4,90,0.41
4,75,4,90,0.47
5,75,4,90,0.54
6,75,4,90,0.42
7,75,4,90,0.41
8,75,4,90,0.5
9,75,4,90,0.46
10,75,4,90,0.46
1,70,4,90,0.38
2,70,4,90,0.43
3,70,4,90,0.42
4,70,4,90,0.46
5,70,4,90,0.52
6,70,4,90,0.39
7,70,4,90,0.39
8,70,4,90,0.42
9,70,4,90,0.48
10,70,4,90,0.49
1,65,4,90,0.37
2,65,4,90,0.5
3,65,4,90,0.41
4,65,4,90,0.47
5,65,4,90,0.51
6,65,4,90,0.47
7,65,4,90,0.37
8,65,4,90,0.42
9,65,4,90,0.49
10,65,4,90,0.49
1,60,4,90,0.46
2,60,4,90,0.5
3,60,4,90,0.46
4,60,4,90,0.47
5,60,4,90,0.52
6,60,4,90,0.47
7,60,4,90,0.41
8,60,4,90,0.43
9,60,4,90,0.51
10,60,4,90,0.52
1,55,4,90,0.46
2,55,4,90,0.47
3,55,4,90,0.43
4,55,4,90,0.4
5,55,4,90,0.49
6,55,4,90,0.44
7,55,4,90,0.44
8,55,4,90,0.41
9,55,4,90,0.48
10,55,4,90,0.48
1,50,4,90,0.49
2,50,4,90,0.46
3,50,4,90,0.45
4,50,4,90,0.46
5,50,4,90,0.45
6,50,4,90,0.43
7,50,4,90,0.41
8,50,4,90,0.38
9,50,4,90,0.44
10,50,4,90,0.47
1,45,4,90,0.5
2,45,4,90,0.54
3,45,4,90,0.42
4,45,4,90,0.43
5,45,4,90,0.49
6,45,4,90,0.46
7,45,4,90,0.37
8,45,4,90,0.37
9,45,4,90,0.42
10,45,4,90,0.56
1,40,4,90,0.46
2,40,4,90,0.51
3,40,4,90,0.41
4,40,4,90,0.41
5,40,4,90,0.47
6,40,4,90,0.4
7,40,4,90,0.38
8,40,4,90,0.4
9,40,4,90,0.49
10,40,4,90,0.59
1,35,4,90,0.47
2,35,4,90,0.44
3,35,4,90,0.39
4,35,4,90,0.44
5,35,4,90,0.48
6,35,4,90,0.42
7,35,4,90,0.42
8,35,4,90,0.42
9,35,4,90,0.47
10,35,4,90,0.58
1,30,4,90,0.45
2,30,4,90,0.45
3,30,4,90,0.39
4,30,4,90,0.38
5,30,4,90,0.46
6,30,4,90,0.47
7,30,4,90,0.42
8,30,4,90,0.42
9,30,4,90,0.49
10,30,4,90,0.56
1,25,4,90,0.44
2,25,4,90,0.48
3,25,4,90,0.39
4,25,4,90,0.4
5,25,4,90,0.44
6,25,4,90,0.46
7,25,4,90,0.41
8,25,4,90,0.47
9,25,4,90,0.52
10,25,4,90,0.53
1,20,4,90,0.44
2,20,4,90,0.45
3,20,4,90,0.38
4,20,4,90,0.39
5,20,4,90,0.44
6,20,4,90,0.48
7,20,4,90,0.43
8,20,4,90,0.45
9,20,4,90,0.5
10,20,4,90,0.53
1,15,4,90,0.5
2,15,4,90,0.48
3,15,4,90,0.42
4,15,4,90,0.42
5,15,4,90,0.46
6,15,4,90,0.5
7,15,4,90,0.47
8,15,4,90,0.47
9,15,4,90,0.57
10,15,4,90,0.56
1,10,4,90,0.57
2,10,4,90,0.47
3,10,4,90,0.48
4,10,4,90,0.43
5,10,4,90,0.47
6,10,4,90,0.52
7,10,4,90,0.47
8,10,4,90,0.48
9,10,4,90,0.58
10,10,4,90,0.58
1,5,4,90,0.59
2,5,4,90,0.53
3,5,4,90,0.52
4,5,4,90,0.47
5,5,4,90,0.49
6,5,4,90,0.53
7,5,4,90,0.47
8,5,4,90,0.48
9,5,4,90,0.57
10,5,4,90,0.56
1,0,4,90,0.65
2,0,4,90,0.54
3,0,4,90,0.51
4,0,4,90,0.5
5,0,4,90,0.54
6,0,4,90,0.52
7,0,4,90,0.53
8,0,4,90,0.51
9,0,4,90,0.51
10,0,4,90,0.57
1,-5,4,90,NA
2,-5,4,90,NA
3,-5,4,90,NA
4,-5,4,90,NA
5,-5,4,90,NA
6,-5,4,90,NA
7,-5,4,90,NA
8,-5,4,90,NA
9,-5,4,90,NA
10,-5,4,90,NA
1,-10,4,90,NA
2,-10,4,90,NA
3,-10,4,90,NA
4,-10,4,90,NA
5,-10,4,90,NA
6,-10,4,90,NA
7,-10,4,90,NA
8,-10,4,90,NA
9,-10,4,90,NA
10,-10,4,90,NA
1,-15,4,90,NA
2,-15,4,90,NA
3,-15,4,90,NA
4,-15,4,90,NA
5,-15,4,90,NA
6,-15,4,90,NA
7,-15,4,90,NA
8,-15,4,90,NA
9,-15,4,90,NA
10,-15,4,90,NA
1,-20,4,90,NA
2,-20,4,90,NA
3,-20,4,90,NA
4,-20,4,90,NA
5,-20,4,90,NA
6,-20,4,90,NA
7,-20,4,90,NA
8,-20,4,90,NA
9,-20,4,90,NA
10,-20,4,90,NA
1,95,5,90,0.48
2,95,5,90,0.44
3,95,5,90,0.38
4,95,5,90,0.43
5,95,5,90,0.42
6,95,5,90,0.38
7,95,5,90,0.45
8,95,5,90,0.48
9,95,5,90,0.5
10,95,5,90,0.44
1,90,5,90,0.48
2,90,5,90,0.41
3,90,5,90,0.37
4,90,5,90,0.41
5,90,5,90,0.48
6,90,5,90,0.36
7,90,5,90,0.48
8,90,5,90,0.5
9,90,5,90,0.48
10,90,5,90,0.44
1,85,5,90,0.48
2,85,5,90,0.38
3,85,5,90,0.44
4,85,5,90,0.41
5,85,5,90,0.52
6,85,5,90,0.33
7,85,5,90,0.45
8,85,5,90,0.47
9,85,5,90,0.46
10,85,5,90,0.44
1,80,5,90,0.48
2,80,5,90,0.44
3,80,5,90,0.43
4,80,5,90,0.45
5,80,5,90,0.52
6,80,5,90,0.35
7,80,5,90,0.42
8,80,5,90,0.39
9,80,5,90,0.48
10,80,5,90,0.45
1,75,5,90,0.46
2,75,5,90,0.41
3,75,5,90,0.44
4,75,5,90,0.48
5,75,5,90,0.44
6,75,5,90,0.38
7,75,5,90,0.38
8,75,5,90,0.42
9,75,5,90,0.46
10,75,5,90,0.44
1,70,5,90,0.46
2,70,5,90,0.4
3,70,5,90,0.43
4,70,5,90,0.46
5,70,5,90,0.43
6,70,5,90,0.4
7,70,5,90,0.42
8,70,5,90,0.4
9,70,5,90,0.43
10,70,5,90,0.45
1,65,5,90,0.46
2,65,5,90,0.41
3,65,5,90,0.45
4,65,5,90,0.45
5,65,5,90,0.47
6,65,5,90,0.38
7,65,5,90,0.37
8,65,5,90,0.37
9,65,5,90,0.42
10,65,5,90,0.49
1,60,5,90,0.48
2,60,5,90,0.41
3,60,5,90,0.43
4,60,5,90,0.46
5,60,5,90,0.43
6,60,5,90,0.39
7,60,5,90,0.42
8,60,5,90,0.39
9,60,5,90,0.45
10,60,5,90,0.48
1,55,5,90,0.54
2,55,5,90,0.46
3,55,5,90,0.43
4,55,5,90,0.47
5,55,5,90,0.39
6,55,5,90,0.41
7,55,5,90,0.43
8,55,5,90,0.39
9,55,5,90,0.47
10,55,5,90,0.46
1,50,5,90,0.51
2,50,5,90,0.47
3,50,5,90,0.47
4,50,5,90,0.45
5,50,5,90,0.43
6,50,5,90,0.45
7,50,5,90,0.37
8,50,5,90,0.4
9,50,5,90,0.46
10,50,5,90,0.48
1,45,5,90,0.51
2,45,5,90,0.49
3,45,5,90,0.48
4,45,5,90,0.43
5,45,5,90,0.46
6,45,5,90,0.48
7,45,5,90,0.34
8,45,5,90,0.42
9,45,5,90,0.43
10,45,5,90,0.54
1,40,5,90,0.55
2,40,5,90,0.47
3,40,5,90,0.47
4,40,5,90,0.41
5,40,5,90,0.49
6,40,5,90,0.47
7,40,5,90,0.35
8,40,5,90,0.46
9,40,5,90,0.45
10,40,5,90,0.57
1,35,5,90,0.49
2,35,5,90,0.51
3,35,5,90,0.48
4,35,5,90,0.38
5,35,5,90,0.49
6,35,5,90,0.44
7,35,5,90,0.35
8,35,5,90,0.47
9,35,5,90,0.49
10,35,5,90,0.52
1,30,5,90,0.47
2,30,5,90,0.46
3,30,5,90,0.46
4,30,5,90,0.4
5,30,5,90,0.52
6,30,5,90,0.45
7,30,5,90,0.34
8,30,5,90,0.44
9,30,5,90,0.49
10,30,5,90,0.52
1,25,5,90,0.48
2,25,5,90,0.46
3,25,5,90,0.43
4,25,5,90,0.4
5,25,5,90,0.47
6,25,5,90,0.46
7,25,5,90,0.37
8,25,5,90,0.43
9,25,5,90,0.47
10,25,5,90,0.55
1,20,5,90,0.52
2,20,5,90,0.48
3,20,5,90,0.42
4,20,5,90,0.43
5,20,5,90,0.43
6,20,5,90,0.52
7,20,5,90,0.43
8,20,5,90,0.4
9,20,5,90,0.49
10,20,5,90,0.52
1,15,5,90,0.53
2,15,5,90,0.48
3,15,5,90,0.46
4,15,5,90,0.47
5,15,5,90,0.48
6,15,5,90,0.54
7,15,5,90,0.48
8,15,5,90,0.44
9,15,5,90,0.51
10,15,5,90,0.51
1,10,5,90,0.55
2,10,5,90,0.51
3,10,5,90,0.47
4,10,5,90,0.48
5,10,5,90,0.53
6,10,5,90,0.5
7,10,5,90,0.44
8,10,5,90,0.46
9,10,5,90,0.49
10,10,5,90,0.49
1,5,5,90,0.56
2,5,5,90,0.53
3,5,5,90,0.47
4,5,5,90,0.47
5,5,5,90,0.52
6,5,5,90,0.52
7,5,5,90,0.47
8,5,5,90,0.48
9,5,5,90,0.48
10,5,5,90,0.48
1,0,5,90,0.63
2,0,5,90,0.56
3,0,5,90,0.47
4,0,5,90,0.49
5,0,5,90,0.5
6,0,5,90,0.53
7,0,5,90,0.48
8,0,5,90,0.47
9,0,5,90,0.47
10,0,5,90,0.49
1,-5,5,90,NA
2,-5,5,90,NA
3,-5,5,90,NA
4,-5,5,90,NA
5,-5,5,90,NA
6,-5,5,90,NA
7,-5,5,90,NA
8,-5,5,90,NA
9,-5,5,90,NA
10,-5,5,90,NA
1,-10,5,90,NA
2,-10,5,90,NA
3,-10,5,90,NA
4,-10,5,90,NA
5,-10,5,90,NA
6,-10,5,90,NA
7,-10,5,90,NA
8,-10,5,90,NA
9,-10,5,90,NA
10,-10,5,90,NA
1,-15,5,90,NA
2,-15,5,90,NA
3,-15,5,90,NA
4,-15,5,90,NA
5,-15,5,90,NA
6,-15,5,90,NA
7,-15,5,90,NA
8,-15,5,90,NA
9,-15,5,90,NA
10,-15,5,90,NA
1,-20,5,90,NA
2,-20,5,90,NA
3,-20,5,90,NA
4,-20,5,90,NA
5,-20,5,90,NA
6,-20,5,90,NA
7,-20,5,90,NA
8,-20,5,90,NA
9,-20,5,90,NA
10,-20,5,90,NA
1,95,6,90,0.47
2,95,6,90,0.44
3,95,6,90,0.37
4,95,6,90,0.39
5,95,6,90,0.33
6,95,6,90,0.36
7,95,6,90,0.44
8,95,6,90,0.47
9,95,6,90,0.49
10,95,6,90,0.42
1,90,6,90,0.44
2,90,6,90,0.44
3,90,6,90,0.42
4,90,6,90,0.37
5,90,6,90,0.39
6,90,6,90,0.36
7,90,6,90,0.47
8,90,6,90,0.46
9,90,6,90,0.45
10,90,6,90,0.39
1,85,6,90,0.44
2,85,6,90,0.44
3,85,6,90,0.38
4,85,6,90,0.39
5,85,6,90,0.41
6,85,6,90,0.36
7,85,6,90,0.44
8,85,6,90,0.45
9,85,6,90,0.42
10,85,6,90,0.37
1,80,6,90,0.42
2,80,6,90,0.44
3,80,6,90,0.39
4,80,6,90,0.39
5,80,6,90,0.44
6,80,6,90,0.35
7,80,6,90,0.43
8,80,6,90,0.45
9,80,6,90,0.4
10,80,6,90,0.39
1,75,6,90,0.42
2,75,6,90,0.43
3,75,6,90,0.38
4,75,6,90,0.44
5,75,6,90,0.45
6,75,6,90,0.35
7,75,6,90,0.36
8,75,6,90,0.45
9,75,6,90,0.4
10,75,6,90,0.42
1,70,6,90,0.43
2,70,6,90,0.41
3,70,6,90,0.39
4,70,6,90,0.49
5,70,6,90,0.47
6,70,6,90,0.38
7,70,6,90,0.38
8,70,6,90,0.45
9,70,6,90,0.41
10,70,6,90,0.43
1,65,6,90,0.46
2,65,6,90,0.44
3,65,6,90,0.43
4,65,6,90,0.51
5,65,6,90,0.46
6,65,6,90,0.41
7,65,6,90,0.37
8,65,6,90,0.46
9,65,6,90,0.42
10,65,6,90,0.45
1,60,6,90,0.48
2,60,6,90,0.44
3,60,6,90,0.43
4,60,6,90,0.51
5,60,6,90,0.5
6,60,6,90,0.41
7,60,6,90,0.41
8,60,6,90,0.44
9,60,6,90,0.44
10,60,6,90,0.38
1,55,6,90,0.52
2,55,6,90,0.47
3,55,6,90,0.49
4,55,6,90,0.49
5,55,6,90,0.53
6,55,6,90,0.45
7,55,6,90,0.42
8,55,6,90,0.42
9,55,6,90,0.47
10,55,6,90,0.38
1,50,6,90,0.55
2,50,6,90,0.48
3,50,6,90,0.52
4,50,6,90,0.49
5,50,6,90,0.48
6,50,6,90,0.49
7,50,6,90,0.4
8,50,6,90,0.42
9,50,6,90,0.48
10,50,6,90,0.4
1,45,6,90,0.52
2,45,6,90,0.57
3,45,6,90,0.53
4,45,6,90,0.46
5,45,6,90,0.52
6,45,6,90,0.5
7,45,6,90,0.4
8,45,6,90,0.38
9,45,6,90,0.46
10,45,6,90,0.45
1,40,6,90,0.55
2,40,6,90,0.55
3,40,6,90,0.49
4,40,6,90,0.5
5,40,6,90,0.54
6,40,6,90,0.49
7,40,6,90,0.39
8,40,6,90,0.4
9,40,6,90,0.47
10,40,6,90,0.48
1,35,6,90,0.51
2,35,6,90,0.54
3,35,6,90,0.52
4,35,6,90,0.52
5,35,6,90,0.52
6,35,6,90,0.47
7,35,6,90,0.36
8,35,6,90,0.38
9,35,6,90,0.47
10,35,6,90,0.52
1,30,6,90,0.51
2,30,6,90,0.51
3,30,6,90,0.54
4,30,6,90,0.52
5,30,6,90,0.51
6,30,6,90,0.46
7,30,6,90,0.33
8,30,6,90,0.41
9,30,6,90,0.45
10,30,6,90,0.57
1,25,6,90,0.54
2,25,6,90,0.47
3,25,6,90,0.5
4,25,6,90,0.47
5,25,6,90,0.53
6,25,6,90,0.44
7,25,6,90,0.32
8,25,6,90,0.4
9,25,6,90,0.42
10,25,6,90,0.56
1,20,6,90,0.57
2,20,6,90,0.49
3,20,6,90,0.52
4,20,6,90,0.46
5,20,6,90,0.47
6,20,6,90,0.47
7,20,6,90,0.36
8,20,6,90,0.38
9,20,6,90,0.44
10,20,6,90,0.47
1,15,6,90,0.54
2,15,6,90,0.48
3,15,6,90,0.5
4,15,6,90,0.45
5,15,6,90,0.47
6,15,6,90,0.43
7,15,6,90,0.45
8,15,6,90,0.43
9,15,6,90,0.46
10,15,6,90,0.4
1,10,6,90,0.55
2,10,6,90,0.5
3,10,6,90,0.54
4,10,6,90,0.47
5,10,6,90,0.47
6,10,6,90,0.42
7,10,6,90,0.47
8,10,6,90,0.42
9,10,6,90,0.44
10,10,6,90,0.43
1,5,6,90,0.55
2,5,6,90,0.51
3,5,6,90,0.55
4,5,6,90,0.46
5,5,6,90,0.45
6,5,6,90,0.48
7,5,6,90,0.47
8,5,6,90,0.44
9,5,6,90,0.45
10,5,6,90,0.46
1,0,6,90,0.57
2,0,6,90,0.53
3,0,6,90,0.55
4,0,6,90,0.5
5,0,6,90,0.54
6,0,6,90,0.5
7,0,6,90,0.47
8,0,6,90,0.5
9,0,6,90,0.5
10,0,6,90,0.49
1,-5,6,90,NA
2,-5,6,90,NA
3,-5,6,90,NA
4,-5,6,90,NA
5,-5,6,90,NA
6,-5,6,90,NA
7,-5,6,90,NA
8,-5,6,90,NA
9,-5,6,90,NA
10,-5,6,90,NA
1,-10,6,90,NA
2,-10,6,90,NA
3,-10,6,90,NA
4,-10,6,90,NA
5,-10,6,90,NA
6,-10,6,90,NA
7,-10,6,90,NA
8,-10,6,90,NA
9,-10,6,90,NA
10,-10,6,90,NA
1,-15,6,90,NA
2,-15,6,90,NA
3,-15,6,90,NA
4,-15,6,90,NA
5,-15,6,90,NA
6,-15,6,90,NA
7,-15,6,90,NA
8,-15,6,90,NA
9,-15,6,90,NA
10,-15,6,90,NA
1,-20,6,90,NA
2,-20,6,90,NA
3,-20,6,90,NA
4,-20,6,90,NA
5,-20,6,90,NA
6,-20,6,90,NA
7,-20,6,90,NA
8,-20,6,90,NA
9,-20,6,90,NA
10,-20,6,90,NA
1,95,7,90,0.36
2,95,7,90,0.38
3,95,7,90,0.38
4,95,7,90,0.33
5,95,7,90,0.35
6,95,7,90,0.41
7,95,7,90,0.39
8,95,7,90,0.49
9,95,7,90,0.46
10,95,7,90,0.39
1,90,7,90,0.36
2,90,7,90,0.37
3,90,7,90,0.32
4,90,7,90,0.34
5,90,7,90,0.36
6,90,7,90,0.4
7,90,7,90,0.4
8,90,7,90,0.43
9,90,7,90,0.44
10,90,7,90,0.41
1,85,7,90,0.36
2,85,7,90,0.36
3,85,7,90,0.33
4,85,7,90,0.34
5,85,7,90,0.38
6,85,7,90,0.36
7,85,7,90,0.35
8,85,7,90,0.42
9,85,7,90,0.42
10,85,7,90,0.42
1,80,7,90,0.36
2,80,7,90,0.37
3,80,7,90,0.4
4,80,7,90,0.38
5,80,7,90,0.37
6,80,7,90,0.37
7,80,7,90,0.35
8,80,7,90,0.38
9,80,7,90,0.39
10,80,7,90,0.43
1,75,7,90,0.36
2,75,7,90,0.38
3,75,7,90,0.42
4,75,7,90,0.42
5,75,7,90,0.42
6,75,7,90,0.37
7,75,7,90,0.32
8,75,7,90,0.39
9,75,7,90,0.41
10,75,7,90,0.39
1,70,7,90,0.37
2,70,7,90,0.37
3,70,7,90,0.45
4,70,7,90,0.43
5,70,7,90,0.41
6,70,7,90,0.46
7,70,7,90,0.32
8,70,7,90,0.38
9,70,7,90,0.4
10,70,7,90,0.37
1,65,7,90,0.39
2,65,7,90,0.37
3,65,7,90,0.46
4,65,7,90,0.45
5,65,7,90,0.48
6,65,7,90,0.49
7,65,7,90,0.35
8,65,7,90,0.37
9,65,7,90,0.41
10,65,7,90,0.41
1,60,7,90,0.41
2,60,7,90,0.41
3,60,7,90,0.47
4,60,7,90,0.46
5,60,7,90,0.42
6,60,7,90,0.49
7,60,7,90,0.34
8,60,7,90,0.4
9,60,7,90,0.43
10,60,7,90,0.39
1,55,7,90,0.45
2,55,7,90,0.48
3,55,7,90,0.51
4,55,7,90,0.48
5,55,7,90,0.41
6,55,7,90,0.46
7,55,7,90,0.37
8,55,7,90,0.42
9,55,7,90,0.39
10,55,7,90,0.36
1,50,7,90,0.48
2,50,7,90,0.56
3,50,7,90,0.54
4,50,7,90,0.43
5,50,7,90,0.44
6,50,7,90,0.43
7,50,7,90,0.41
8,50,7,90,0.43
9,50,7,90,0.4
10,50,7,90,0.39
1,45,7,90,0.55
2,45,7,90,0.57
3,45,7,90,0.49
4,45,7,90,0.45
5,45,7,90,0.45
6,45,7,90,0.42
7,45,7,90,0.46
8,45,7,90,0.4
9,45,7,90,0.43
10,45,7,90,0.44
1,40,7,90,0.61
2,40,7,90,0.57
3,40,7,90,0.49
4,40,7,90,0.47
5,40,7,90,0.43
6,40,7,90,0.43
7,40,7,90,0.38
8,40,7,90,0.36
9,40,7,90,0.4
10,40,7,90,0.45
1,35,7,90,0.6
2,35,7,90,0.54
3,35,7,90,0.46
4,35,7,90,0.47
5,35,7,90,0.43
6,35,7,90,0.43
7,35,7,90,0.36
8,35,7,90,0.41
9,35,7,90,0.43
10,35,7,90,0.49
1,30,7,90,0.59
2,30,7,90,0.58
3,30,7,90,0.51
4,30,7,90,0.54
5,30,7,90,0.38
6,30,7,90,0.46
7,30,7,90,0.37
8,30,7,90,0.4
9,30,7,90,0.44
10,30,7,90,0.48
1,25,7,90,0.61
2,25,7,90,0.58
3,25,7,90,0.51
4,25,7,90,0.5
5,25,7,90,0.44
6,25,7,90,0.47
7,25,7,90,0.41
8,25,7,90,0.38
9,25,7,90,0.44
10,25,7,90,0.45
1,20,7,90,0.6
2,20,7,90,0.57
3,20,7,90,0.55
4,20,7,90,0.49
5,20,7,90,0.43
6,20,7,90,0.48
7,20,7,90,0.42
8,20,7,90,0.38
9,20,7,90,0.44
10,20,7,90,0.45
1,15,7,90,0.57
2,15,7,90,0.55
3,15,7,90,0.56
4,15,7,90,0.5
5,15,7,90,0.45
6,15,7,90,0.48
7,15,7,90,0.43
8,15,7,90,0.4
9,15,7,90,0.45
10,15,7,90,0.46
1,10,7,90,0.57
2,10,7,90,0.52
3,10,7,90,0.57
4,10,7,90,0.54
5,10,7,90,0.49
6,10,7,90,0.48
7,10,7,90,0.4
8,10,7,90,0.41
9,10,7,90,0.46
10,10,7,90,0.45
1,5,7,90,0.59
2,5,7,90,0.51
3,5,7,90,0.54
4,5,7,90,0.52
5,5,7,90,0.52
6,5,7,90,0.47
7,5,7,90,0.42
8,5,7,90,0.44
9,5,7,90,0.48
10,5,7,90,0.44
1,0,7,90,0.6
2,0,7,90,0.54
3,0,7,90,0.58
4,0,7,90,0.53
5,0,7,90,0.54
6,0,7,90,0.51
7,0,7,90,0.45
8,0,7,90,0.45
9,0,7,90,0.46
10,0,7,90,0.48
1,-5,7,90,NA
2,-5,7,90,NA
3,-5,7,90,NA
4,-5,7,90,NA
5,-5,7,90,NA
6,-5,7,90,NA
7,-5,7,90,NA
8,-5,7,90,NA
9,-5,7,90,NA
10,-5,7,90,NA
1,-10,7,90,NA
2,-10,7,90,NA
3,-10,7,90,NA
4,-10,7,90,NA
5,-10,7,90,NA
6,-10,7,90,NA
7,-10,7,90,NA
8,-10,7,90,NA
9,-10,7,90,NA
10,-10,7,90,NA
1,-15,7,90,NA
2,-15,7,90,NA
3,-15,7,90,NA
4,-15,7,90,NA
5,-15,7,90,NA
6,-15,7,90,NA
7,-15,7,90,NA
8,-15,7,90,NA
9,-15,7,90,NA
10,-15,7,90,NA
1,-20,7,90,NA
2,-20,7,90,NA
3,-20,7,90,NA
4,-20,7,90,NA
5,-20,7,90,NA
6,-20,7,90,NA
7,-20,7,90,NA
8,-20,7,90,NA
9,-20,7,90,NA
